Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"15/04/2015","27 BURRINDALE, POLLERTON RD, CARLOW","","Carlow","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","270 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","271 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","272 Beechwood Court, Stillorgan Road","","Dublin","€185,462.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","273 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","274 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","275 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","276 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","277 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","278 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","279 Beechwood Court, Stillorgan Road","","Dublin","€185,462.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","28 CRESCENT COURT, CAPPAGH, CAPPAWHITE","","Tipperary","€67,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","280 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","281 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","282 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","283 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","284 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","285 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","286 Beechwood Court, Stillorgan Road","","Dublin","€185,462.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","287 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","288 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","289 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","290 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","291 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","292 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","293 Beechwood Court, Stillorgan Road","","Dublin","€185,462.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","294 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","295 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","296 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","299 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","2A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","3 LOWER ST BRIGIDS RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","30 GRAND CANAL ST UPPER, DUBLIN 4, DUBLIN","Dublin 4","Dublin","€200,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","300 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","301 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","302 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","303 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","304 Beechwood Court, Stillorgan Road","","Dublin","€394,601.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","306 Beechwood Court, Stillorgan Road","","Dublin","€185,462.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","309 Beechwood Court, Stillorgan Road","","Dublin","€185,462.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","310 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","312 Beechwood Court, Stillorgan Road","","Dublin","€185,462.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","313 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","314 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","315 Beechwood Court, Stillorgan Road","","Dublin","€394,601.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","316 Beechwood Court, Stillorgan Road","","Dublin","€185,462.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","328 ST JAMES RD, GREENHILLS, DUBLIN 12","Dublin 12","Dublin","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","34A Drummartin Terrace, Goatstown","Dublin 14","Dublin","€399,500.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","36 Kilmalum Avenue, Blessington Manor, Blessington","","Wicklow","€325,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","37 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","38 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","38 THE BRAMBLES, CLASSIS LAKE, OVENS","","Cork","€278,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","38 WATERSIDE PARK, SWORDS ROAD, MALAHIDE","","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","39 ASHLEIGH DR, SKEHARD RD, BLACKROCK","","Cork","€313,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","3A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","4 Hill Crescent, Ballymahon","","Longford","€84,581.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/04/2015","4 THE PARK, BEAUMONT, BEAUMONT","","Dublin","€312,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","40 OAK RD, DONNYCARNEY, DUBLIN 9","Dublin 9","Dublin","€342,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","42 THE CHESTERFIELD, RIVERPARK APTS, CONYNGHAM ROAD","Dublin 8","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","441 PEARCE VILLAS, SALLYNOGGIN, CO DUBLIN","","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","45 The Court, Dunboyne Castle, Dunboyne","","Meath","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","48 Collinswood, Beaumont, Dublin 9","Dublin 9","Dublin","€426,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","4A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","5  The Arches, Marsh Road, Drogheda","","Louth","€87,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","5 Kenure Park, Powerscourt, Waterford","","Waterford","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","5 PARK VIEW, DROGHEDA, LOUTH","","Louth","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","52 Shoreside, Ballina, Killaloe","","Tipperary","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","52 Tayleurs Point, Quay Road, Rush","","Dublin","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","56 GREEN HILLS EST, SOUTH DOUGLAS RD, CORK","","Cork","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","5A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","6 ABBEY STREET, ENNIS, CO CLARE","","Clare","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","6 MOUNT PROSPECT LAWNS, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","61 Beechwood Court, Stillorgan Road, County Dublin","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","63 DUNLUCE RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","66 BALLYGALL RD WEST, FINGLAS, DUBLIN","Dublin 11","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","6A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","7 Cnoc Greine, Coolgreaney, Gorey","","Wexford","€70,483.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/04/2015","7 Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","7 MELFORT, NEWTOWNPARK AVE, BLACKROCK","","Dublin","€594,700.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/04/2015","7 SEVEN OAKS BALLYHOGUE, ENNISCORTHY, WEXFORD","","Wexford","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","7 STONE CRESENT, BRIDGE ST, STROKESTOWN","","Roscommon","€49,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","7 SYCAMORE LAWN, THE PARK, CABINTEELY","Dublin 18","Dublin","€545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","74 CARTRUN BREAC, LISBRACK ROAD, LONGFORD","","Longford","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","75 PIER 19, USHERS ISLAND, DUBLIN 8","Dublin 8","Dublin","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","8 ROSSKEEN, LARCHFIELD COURT, KILKENNY","","Kilkenny","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","84 THE ELMS, KILNACOURT WOODS, PORTARLINGTON","","Laois","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","85 GREENPARK MEADOWS, MULLINGAR, WESTMEATH","","Westmeath","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","87 Seacrest, Bray","","Wicklow","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","8A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","9 CLOONMRA, CLONLARA, COUNTY CLARE","","Clare","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","9 FATHER HAYDEN RD, KILKENNY, KILKENNY","","Kilkenny","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","9 LIMEKILN RD, MANOR ESTATE, TERENURE DUBLIN 12","Dublin 12","Dublin","€447,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","9 MONREAD BROOK, NAAS, KILDARE","","Kildare","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","9 WOODBOROUGH, TOWER, BLARNEY","","Cork","€307,489.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/04/2015","92 EASTHAM COURT, BETTYSTOWN, CO MEATH","","Meath","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","93 HERMITAGE, ENNIS, CLARE","","Clare","€74,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","94 Beechwood Court, Stillorgan Road","","Dublin","€268,329.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/04/2015","9A Hazelwood Apts, Northwood, Santry","Dublin 9","Dublin","€103,524.23","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","ADRIGOLE, BANTRY, CORK","","Cork","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","APT 22 ASHFORD APTS, GRIFFITH AVE EXTENSION, DUBLIN 9","Dublin 9","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","APT 38 ALDERPARK COURT, TALLAGHT, DUBLIN 24","","Dublin","€114,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","APT 45, BELARMINE HALL, BELARMINE AVE DUBLIN 18","Dublin 18","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","APT 93 RATHMINES TOWN CENTRE, LR RATHMINES RD, DUBLIN 6","Dublin 6","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","ARDLOW, VIRGINIA, CAVAN","","Cavan","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
